Title,Price,Locality,Description,Condition
1999 Toyota starlet,2800.0,Żebbuġ,"TOYOTA STARLET WITH AUTOMATIC  GEARBOX (((( ENGINE 15 DIESEL))  WITH AIR CONDITION AND WITH POWER STERING     PRICE 2,800 EURO   ))) ((((((LICENSIE ONLY 214 EURO FIXED FOREVER ))))))) 5 DOOR ((EXTRAS WITH  AIR CONDITION  AND WITH POWER STERING , ONLY )))  WITH JAPAN IMPORT YEAR 1999 EVERTHING WORKS PERFECT  ((((((((((( 5 door with 4 SEATER ))))))))))  ghall bejgh  MILEAGE((196,962 KM)) REGISTRADE IN MALTA IN 23-8-2002 IN VERY GOOD CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE  ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA. See less",
Mijn u interessat icempel 99689044,5500.0,Żurrieq,,
fiat 500 sport edition diesel,6500.0,Birkirkara,"full extra aircondition electric window electric mirror central lock half leather interior seats, aircondition good condition call 📞99106555 See less",
2007 BMW 3 series - 318d,5000.0,Żabbar,"Bmw 3 series - 318D - Cheap license  CALL/Whatsapp on 7957 9657  Mileage: 106,508 miles Diesel 6 speed gearbox 5 door  License: 339Euro per year See less",
2006 Mercedes-Benz b class 180 diesel,4900.0,San Ġwann,"Mercedes B Class 180 Diesel Good condition  200,000 km AC regular working License paid till NOV 2023 Year 2006 - UK import See less",
Golf Mk 4 Whole Car for Parts,1500.0,Fgura,,Used - Fair
Renault Megane,4800.0,Ħamrun,Immaculate Condition!! Full Extras!! Locally Bought!! 2011!! 15 Diesel!! Manual!! Licence 339eur max!! 74k KM!! For more info call on 79498860!! See less,
2001 Toyota corolla,3800.0,Żebbuġ,"TOYOTA COROLLA WITH MILEAGE 119,731 KM BI LICENSJA IMHALSA  SA JANNAR 2024 ((LICENSIE PAID TILL JUNUARY 2024))           WITH  1   OWNER   WITH FULL EXTRAS  WITH AUTOMATIC GEARBOX   AND PREVIOUSLY OWNER  VERY  CAREFULLY  WITH JAPAN IMPORT BUT   WITH OLD REGISTRATION LICENSIE ..  ENGINE 13 PETROL  BIL LICENSIJA LANTIKA  ((WITH  AIR CONDITION  WORKS PERFECT  ))))   ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY  MINT CONDITION  EVERTHING WORKS PERFECT  (((PRICE  3,800 EURO))) YEAR 2001 LICENSE ONLY 117 FIXED FOREVER   LICENSJA  MILEAGE 119,731 KM REGISTRADE IN MALTA IN 23-2-2006  FULL EXTRAS WITH AIR CONDITION ,WITH POWER STEERING  , ELETRIC WINDOWS , AND CENTRAL LOCK ONLY  call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET  See less",
Toyota vitz,3500.0,Ħamrun,Low license €117 Ice cold ac 🧊  10cc manual  Very good condtion   ,Used - like new
2000 Daewoo lanos,2200.0,Żebbuġ,"DAEWOO LANOS BIL 1OWNER WITH 1 OWNER WITH FULL EXTRAS U MESSAGI MINN HU VERA INTERSAT  FUQ DAEWOO   BISS.. (((TA MALTA ENGINE 15 PETROL)))  WITH 5 DOOR GHALL BEJGH WITH OLD REGISTATION   WITH ((WITH  AIR CONDITION WITH POWER STERING , ))))  ((WITH FULL EXTRAS ))))  ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY GOOD CONDITION  EVERTHING WORKS PERFECT START AND DRIVE  (((PRICE IS NEGOTIABLE 2,200 EURO))) YEAR 2000 LICENSE ONLY 196 FIXED FOREVER WITH OLD REGISTRATION LICENSE  EDA BISS 196 EURO U TIBQA HEKK GHALL DEJJEM WITH MANUAL GEARBOX MILEAGE 71,031km = GENIUNE MILEAGE Car is in  MINT CONDITION call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER REGISTRADE IN MALTA IN 26-6-2001 TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET  See less",
Grande Punto,2000.0,Fgura,2006 model in good condition. Need to change change only front passenger window. ,
BMW 3.20i (E93) / TA MALTA Convertible / Low Licence,12450.0,Sliema,"📌 Licence 280 Euro / Ta Malta / March 2024👌🏽 📌 2007 Petrol 2.0 👌🏽 📌 Manual 👌🏽 📌 General service just done👌🏽 📌 90K ""KM"" only👌🏽 📌 VRT Done👌🏽 📌 New Tyres 👌🏽 📌 New Ignition Coils👌🏽 📌 Convertible 📌 Slightly negotiable👌🏽  Not in rush,since im still not sure to sale or keep✌🏼 See less",Used - Good
2011 Toyota Ractis auto,8500.0,Swieqi,"Toyota Ractis Auto 💎  Good Condition 🔝One Owner  ✔️Price €8500 ✔️Hire Purchase Yes ✔️Automatic ✔️Petrol 1320cc  Extras: ✔️keyless ✔️Air Conditioning ✔️Climate Control ✔️Coded Interior ✔️Two Tone Alloy Wheels and more…  Not to be missed 👌  Available at Alan Motors, Zebbug road Attard.  Contact 77333322 or 20994723  https://www.facebook.com/alanmotorsmalta  http://alanmotors.com.mt/ See less",
1999 Kia pride,1800.0,Żebbuġ,"KIA PRIDE TA MALTA  MILEAGE=(49,561 miles)=79,297 km AND PREVIOUSLY OWNER VERY CAREFULLY PRICE 1,800 EURO ))) WITH LICENSIE PAID TILL OCTOBER 2023 3 DOOR WITH MANUAL GEARBOX (((( ENGINE 14 PETROL)) ((WITH NO EXTRAS = MEAN WITH NO AIR CONDITION AND WITH NO POWER STERING , ))) YEAR 1999 EVERTHING WORKS PERFECT ghall bejgh WITH OLD REGISTRATION LICCENSIE ((((((LICENSIE ONLY 156 EURO FIXED FOREVER ))))))) ((((((LICENSIE ONLY 156 EURO FIXED FOREVER ))))))) REGISTRADE IN MALTA 26-11-1999 WITH TA MALTA IN VERY GOOD CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA See less",
2001 Volkswagen bora,3000.0,Żebbuġ,"VOLKWAGEN BORA WITH 16 PETROL  TA MALTA WITH MANUAL GEARBOX WITH SERVICE DONE 6-6-2022  WITH  CHEAP LICENSIE =WITH OLD REGISTRATION LICENCES)) MESSAGE ONLY IF YOU VERY INTERESTED OF VW BORA MESSAGI NACCETA BISS JEKK VERA INTERSATI FUQ VW BORA. WITH MILEAGE((135,555 KM))  (((PRICE 3,000 EURO))) BODY, INTERIOR ,IN DRIVING VERY PERFECT  EVERTHING WORKS PERFECT START AND DRIVE ((((((((((( 5 door with 5 SEATER )))))))))) ENGINE 16 PETROL ghall bejgh ((((((((YEAR 2001))))))) MANUAL GEARBOX ((FULL EXTRAS ,AIR CONDITION ,POWER STEERING,ELECTRIC WINDOWS, CENTRALOCK ))) ((((((LICENSIE ONLY 230 EURO FIXED FOREVER ))))))) ((((((LICENSIE ONLY 230 EURO FIXED FOREVER ))))))) REGISTRADE IN MALTA 16 -2-2002 IN VERY MINT CONDITION FOR VIEWING PLS I SEND THE MESSAGE FACEBOOK AND I TAKE  ADDRESS ETC CONTACT 79335178,77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER MALTA  ((WITH TA MALTA  WITH CHEAP LICENSIE =WITH OLD REGISTRATION LICENCES))) WITH NO RUST See less",
Gold Toyota belta,3500.0,Għajnsielem,,
2022 €1500 cars for sale,1500.0,Valletta,Volkswagen Golf MK4 €1500 Citroen Xsara Picasso €1500 Opel Corsa van €1500 Mitsubishi L200 €1700  All vehicles are garaged See less,
Mazda Demio SkyActiv 1.3L Auto 🇯🇵,10900.0,Birkirkara,Perfect Condition 1.3L Petrol Automatic 80k kms only!  2016/17 Model All round factory spray Fully Loaded With extras Caromotors psaila str bkara Call 99030870  See less,Used - like new
2017 Volkswagen polo,11500.0,Birkirkara,"⭐️New stock #Vw #Polo Tsi Petrol automatic  ✅Visit us we guarantee the best prices on island and all in pristine condition, ✅#CarLoan accepted and starting from €0%Deposit and maximum of 5 years easy monthly Payment, ✅€150 If you Scrap your old car with us💶💶 ✅Special Prices for Cash Buyers, ✅70Cars in stock under one roof to choose from, ✅Cars come with Warranty!! ✅📍Location #JasonCarImports B’Kara bypass, ✅⏰Mon-Thu 9am/6pm ⏰Fri 9am/5.00 ⏰Sat 9am/1pm  ✅*Terms & conditions apply #MazdaDemio #ToyotaVitz #HondaFit #NissanNote #Hybrid #ToyotaAqua #SuzukiSwift #MonthlyPayments #carsforsale #automobile #ToyotaPasso See less",
2013 Peugeot 107 ta' malta - only 48k km - like new condition!,6500.0,Żebbuġ,"2013 Peugeot 107 Ta' Malta 1.0 Petrol • Manual Gearbox  ⭐️ Low Mileage: Only 48k KM 》 30k Miles ⭐️  👉 This local city car comes with only 1 previous owner, always taken care of and barely used.  Finished in a very nice purple colour factory finish with a combination of two tone with roof and mirrors in black colour and  with all the neccesary factory extras, such as;  • Passenger and Driver's Airbags. • 5 Speed Manual Gearbox. • 14"" Factory Wheel Covers. •  Remote Central Locking.          • Front Electric Windows. • Side Seats Airbags. • Front Fog Lights. • Power Steering. • Airconditioing. • 2 Factory Keys. • ABS Brakes.  *Part Exchange Considered*  Cheapest Licence: Only €200 to a maximum of €295 in the next 5 years.  💶 Cash Price: €6,500 On The Road.  ☎️ Contact us on 99876335 for more information or visit our showroom George Auto Dealer in Mdina Road, Haz-Zebbug. See less",
Toyota starlet diesel automatic a /c u licenzja imhalsa .min jibat pls ibatu voicemail grazzi,2100.0,Żejtun,Kondizjoni tajba ,
Fiat Punto,1000.0,Marsaskala,One owner Fiat Punto 2002  100000 miles  in good condition  Just passed VRT ( April ) Power steering not working only manual 5 speed Manual See less,
Daihatsu,1500.0,Ħamrun,Manual  + ac + electrical windows and marrior magna 13 vrt Next 2024 call 77655932 ,
Toyota Passo 2012 automatic Japan,5500.0,Swieqi,Toyota PASSO 103km Very good condition! Economic car ! 1.0 petrol ,
Dodge caravan ready for summer must be seen,6500.0,Qormi,Dodge caravan ready for summer comes with shower toilet kitchen 3 solar panels 21 inch LCD tv water tank and more to list for more info call 77773019 / 79511201 part exchange with cars or boat consider See less,
1992 Suzuki vitara,5300.0,Swieqi,"Great car for summer, pic-nics, other out door activities or to have as a second car.   Always serviced and well maintained.   It has power steering and electric windows and mirrors. The seat covers and the soft top have been recently replaced. See less",
Citroen c3 Diesel call79981572,5300.0,Iklin,Citroen c3 diesel Fullextras  Aircondition Manual transmision 14hp diesel Super economical Call 79981572 See less,
2015 Smart forfour,5900.0,Msida,2015 Smart ForFour Prime with open roof.  Car is unregistered and comes with UK logbook. ,
Daihatsu,2200.0,Żejtun,I’m selling my car in Malta. If you have any questions please feel free to call me on 99660072! Thank you See less,Used - Good
2015 Citroën ds3,4999.0,Qormi,"car in great condition, passed yearly all car inspections as per Maltese regulation/requirements ",
2012 Renault mégane,6500.0,Attard,"Renault Megane Ta' Malta, 51,000 km 1500cc Diesel Electric windows Bluetooth Low license Bought in 2012 1 owner Drives like new Call owner 99937877  See less",
CITROEN C1 AUTOMATIC 2014,5750.0,Sliema,Citroen C1  Automatic  1.0 Petrol 69000km electric windows  very cheap lisence AUG23 VERY VERY GOOD CONDITION AND SO CLEAN CAR  Incredible fuel economy  Engine condition is perfect   Im selling because im going back to my country See less,Used - like new
2015 Chevrolet camaro,55000.0,Żebbuġ,P/e accepted ,
Smart 451 convertible,5500.0,Tarxien,Smart 451 passion 10 petrol aspirated  Automatic All red fabric  In good condition  Licensed payed till December Roof works very good See less,
2007 Renolt Megan,1600.0,Qormi,Vrt pass need licesed part exge whit tranzit or Toyota Tercel actomatic  ,
1997 DAIHASTU terios,2500.0,Żebbuġ,"DAIHASTU TERIOS  WITH  LICENSIE PAID TILL MARCH 2024  WITH FULL EXTRAS  WITH MANUAL GEARBOX   WITH JAPAN IMPORT BUT   WITH OLD REGISTRATION LICCENSIE  ENGINE 13 PETROL  BIL LICENSIJA LANTIKA  ((WITH  AIR CONDITION  WORKS PERFECT  ))))   ((( for now pls call and message only on 79335178 name godwin to make appointment to see the car etc ))))) Car is in VERY  GOOD CONDITION  EVERTHING WORKS PERFECT  (((PRICE  2,500 EURO))) YEAR 1997 LICENSE ONLY 117 FIXED FOREVER   LICENSJA  WITH MANUAL GEARBOX MILEAGE 194,682 KM REGISTRADE IN MALTA IN 10-03-2006  FULL EXTRAS WITH AIR CONDITION ,WITH POWER STEERING  , ELETRIC WINDOWS , AND CENTRAL LOCK ONLY  call 79335178&77585213 MORE CARS FIND US FACEBOOK PAGE OWEN AUTO DEALER TO VIEW THE CAR PLS SEND FACEBOOK MSG OR PHONE 79335178 NAME GODWIN AND MEET  See less",
TOYOTA VITZ AUTOMATIC,5500.0,Marsa,TOYOTA VITS FACELIFT 2008 AUTOMATIC JAPAN MPORT FULL EXTRAS 2008 1300CC KEYLESS ENTRY MINT CONDITION PART EXCHANGE ACCEPTED MOB;99408616 See less,
MAZDA DEMIO (JAPAN IMPORT),11500.0,Qormi,"🔹Year of manufacture : 2017 🔹Engine : 1290cc Petrol 🔹Transmission : Automatic 🔹Mileage : 57,227 KM  🔸Current €166 Max €339  🔹Available from ZERO DEPOSIT 🔹Viewing / Test Drive 📲77134527 See less",
Honda Fit,6500.0,Żebbuġ,"Honda Fit 2012 Model Japan Import White Automatic Full Extras Include Alloy Wheels, Rear Spoiler Always Serviced With 2xKeys & New Battrey In Good Condition Call On 99234321 See less",
2016 Nissan micra,8200.0,Żebbuġ,"One owner, bought it local,in mint condition. contact number 79930079 ",
MGtf,1500.0,Msida,MGtf regretfully for sale. Still in good condition. Always garaged. Number plates garaged ,
Ford Fusion Local Cheap License,1950.0,Paola,Ac Petrol  118k km Local Manaul ,Used - Fair
Japan cars🇯🇵PAOLA CAR CENTRE Call 79901593 79901587,7990159.0,Paola,🇯🇵 JUST ARRIVED JAPAN CARS 🇯🇵                      PAOLA CAR CENTRE            📞     79901593         79901587  ✅  Low milage Japan cars . ✅  Part exchange and monthly accepted. See less,
Seat ibiza 16 hp,1500.0,Gżira,Seat ibiza very good condition car not mine selling for a friend dont send me messages phone only 79223522 /99441089 See less,
Toyota Cami 2001 Automatic,12345.0,Naxxar,Toyota cami 13cc automatic full extras license 117euro 1 owner call on 77628826 ,Used - like new
Mercedes Ml320,14000.0,Marsa,Must be seen immaculate condition automatic transmission full extras ,
Bmw 18d Msport,8500.0,Żabbar,2 Door with sunroof  Call on 79012162 for info ,Used - Good
2016 Volkswagen polo 1.2tsi dsg bluemotion,14900.0,San Pawl il-Baħar,"2016 Volkswagen Polo 1.2tsi DSG Bluemotion Only 21k km (13k miles), Brand New Condition €14900 on the road (or €4500 deposit + monthly payments) Extras include: Reverse Parking Camera Adaptive Cruise Control Climate Control Wireless Apple Carplay & Android Auto (Google Maps, Spotify etc) DSG Automatic Gearbox with Tiptronic Shifters Multifunctional Leather Steering Privacy Glass Front and Rear Foglamps Powerfolding Mirrors Hill Hold Assist Bluetooth phone & media connectivity Very fuel efficient car. Only €166 road tax. Sold serviced and including warranty. For more information or viewing appointments, contact Mark on 79300822, Antoine on 99823737 or visit Cars and More in Burmarrad Other vehicles available! #VolkswagenPolo #VolkswagenGolf #VolkswagenUp #AudiA1 #BMW1Series #AlfaRomeoGiulietta #SmartForFour #RenaultCaptur #ToyotaVitz #NissaMarch #HondaFit #MazdaDemio See less",
Toyota Passo,6500.0,Żebbuġ,Toyota Passo Automatic Petrol10hp  2012 Model  Only 90000 km Only ✅️✅️ Japan import  Full Extras  Mobile 99497951 See less,
Shevrolet matiz 2004.good condition.new brake,1200.0,San Ġwann,Cheaper licence .vrt till january 2024. ,
2017 Opel mokka x ta malta,26000.0,Balzan,"Opel Mokka x ta malta 2017  top spec the car is in pristine showroom condition, with only 16000 kilometers on the clock as was used as a Sunday car. The smooth automatic transmission and powerful diesel engine make for a dynamic ride, while the low license fees make it an economical choice. The car has white semi leather seats and is extremely comfortable See less",
Mazda demio 2017-2018,12500.0,Santa Venera,"Mazda demio sky active sport edition automatic petrol 13 80k km Extras- traction control, lane assits, istop, saftey crash assist etc... never been in an accident, always serviced on time.  pm for more info See less",Used - Good
Qed infittex 307 hdi 14,1111.0,Marsaskala,Min ghadu wiehed ibatli grazzi ,
VW Polo 6c AllStar Edition *46000KM* Negotiable,12800.0,San Ġwann,"VW Polo 6C AllStar Edition 2016/17 Japan import with Jevic with only 46000KM(29000Miles) in Sunset red metallic. I'm the first owner in Malta. 1 year license included (180€ license). BlueMotion TSI 1.2 Petrol DSG automatic 7 speed gearbox, extremely economical in fuel consumption. Full Extras including VW LED Xenon vision all round, Corner assist, ABS, Traction Control, TPC, Climate Control AC, Pedestrian/Collision assist, Bi-Directional fog lamps, Parking assist with camera, original 16"" BBS rims with new Bridgestone tyres, 2 key fobs, electric windows, central lock, auto lights/wipers, foldable/electric mirrors, headlight washers, Power Steering with Multifunction buttons, Start/Stop, AllStar door sill, sports aluminium pedals, 2 tone interior, LED footwell lights, Center Arm Rest, Infotainment and much more. No marks, dents or scratches, both exterior and interior in like new condition and drives like new. Spent good money in maintenance and car care. Serviced only by Continental Cars (with papers), needs nothing for the next 10000KM. No part exchange, regretfully selling since I ordered a new bigger family car and can't afford keeping both cars. More than 1Yr Warranty remaining. Price is negotiable. Please message for more information/viewing. Thanks See less",
GOLF 2004 💥,1900.0,Qormi,UK Import - license to be renewed ,Used - Good
VW Golf Mk5 2.0 GT TDI - Deposit + Monthly accepted 💥💥,3900.0,Qormi,"Golf Mk5 , GT TDI 2.0 , Year 2006 , Diesel , Manual , Power steering , Central lock , Electric windows , Electric mirrors , Aircondition , Golf mk7 Alloy wheels , License paid Till January 2024 , New battery , Needs nothing , Start & Go 🌟🌟  Deposit + Monthly accepted 💥 Part exchange considered 💥 99725277 ☎️ See less",Used - Good
2005 Hyundai getz,1600.0,Marsaskala,"The car is still used on a daily basis. Considering its age and the milage, the car is in good condition, it was always taken care of.  1.1 petrol A/c. New battery. VRT till end of July. New timing belt. Easy start, smooth gear change. Economic, low license fee. For more pictures or viewing do not hesitate to send a message. See less",
2006 MINI cooper convertible,4000.0,Swieqi,"Mini Cooper convertible 1.6 petrol. Good condition, and never had mechanical problems.  ",
2007 Toyota Vitz automatic .,3800.0,Żejtun,Owner leaving Island . Good condition licence paid till April 2024 . Call on 99368815 Will be available in July only after deposit is given See less,
"Suzuki Swift **€1,000 Deposit**",1000.0,Għaxaq,"Suzuki Swift, year 2012, 1.3 petrol automatic, white pearl colour. Full extras. Japan import. Must be seen. Please call on 77035580 See less",Used - like new
Honda Civic 2004,2500.0,Marsaskala,Good condition  One year license payed ,Used - Good
Skoda fabia 2007,2800.0,Għargħur,"2007 model 131000 miles in good condition All tyres are new and Brak pad is new parking sensor, ",
